GR,NPHI,RHOB,RT,DEPTH
13.997,0.054,2.646,11.13,3264.4
14.443,0.056,2.647,11.187,3264.5
15.888,0.059,2.645,11.207,3264.6
16.818,0.064,2.643,11.133,3264.7
18.044,0.065,2.641,10.944,3264.8
19.339,0.069,2.639,10.66,3264.9
19.727,0.07,2.636,10.26,3265.0
20.976,0.074,2.633,9.958,3265.1
22.812,0.077,2.631,9.773,3265.2
23.563,0.08,2.627,9.626,3265.3
25.082,0.085,2.622,9.367,3265.4
26.871,0.089,2.618,9.222,3265.5
27.757,0.087,2.614,8.846,3265.6
29.129,0.096,2.611,8.437,3265.7
30.655,0.101,2.61,7.949,3265.8
33.344,0.103,2.607,7.363,3265.9
34.921,0.105,2.605,6.999,3266.0
35.046,0.108,2.602,6.795,3266.1
36.087,0.113,2.599,6.624,3266.2
38.291,0.118,2.596,6.396,3266.3
39.477,0.124,2.593,5.855,3266.4
41.12,0.13,2.591,5.2,3266.5
41.852,0.136,2.59,4.525,3266.6
42.539,0.142,2.589,3.829,3266.7
43.429,0.146,2.584,3.386,3266.8
43.093,0.153,2.577,3.067,3266.9
44.786,0.16,2.57,3.029,3267.0
46.064,0.167,2.566,2.82,3267.1
48.832,0.173,2.565,2.492,3267.2
49.314,0.179,2.565,2.329,3267.3
49.411,0.184,2.565,2.312,3267.4
50.902,0.187,2.564,2.436,3267.5
50.721,0.188,2.562,2.553,3267.6
51.102,0.184,2.561,2.553,3267.7
49.195,0.18,2.563,2.648,3267.8
46.784,0.173,2.567,2.784,3267.9
44.436,0.162,2.572,3.093,3268.0
42.69,0.153,2.576,3.58,3268.1
38.223,0.14,2.579,3.894,3268.2
35.645,0.13,2.583,4.426,3268.3
32.579,0.119,2.587,4.926,3268.4
29.233,0.111,2.59,5.26,3268.5
27.691,0.106,2.594,5.375,3268.6
26.584,0.101,2.598,5.424,3268.7
25.755,0.095,2.603,5.508,3268.8
25.789,0.093,2.607,5.449,3268.9
26.22,0.092,2.611,5.598,3269.0
25.812,0.091,2.613,5.747,3269.1
24.286,0.09,2.613,5.86,3269.2
24.82,0.088,2.612,5.924,3269.3
24.631,0.086,2.609,5.95,3269.4
24.086,0.082,2.608,5.931,3269.5
24.045,0.079,2.612,5.896,3269.6
23.522,0.076,2.621,5.879,3269.7
23.219,0.073,2.631,5.858,3269.8
23.083,0.071,2.638,5.837,3269.9
21.649,0.069,2.641,5.819,3270.0
20.515,0.069,2.642,5.799,3270.1
20.678,0.069,2.642,5.779,3270.2
22.21,0.071,2.642,5.778,3270.3
23.381,0.073,2.64,5.719,3270.4
23.689,0.075,2.635,5.642,3270.5
24.196,0.077,2.628,5.593,3270.6
25.431,0.079,2.623,5.542,3270.7
26.757,0.082,2.621,5.449,3270.8
27.236,0.085,2.623,5.321,3270.9
28.015,0.089,2.626,5.186,3271.0
29.725,0.094,2.628,5.104,3271.1
30.216,0.098,2.628,4.838,3271.2
31.086,0.103,2.627,4.761,3271.3
32.547,0.107,2.624,4.681,3271.4
32.599,0.109,2.619,4.504,3271.5
31.226,0.107,2.614,4.502,3271.6
30.121,0.109,2.609,4.466,3271.7
28.668,0.105,2.608,4.709,3271.8
28.622,0.101,2.61,4.749,3271.9
27.847,0.096,2.615,4.883,3272.0
26.041,0.092,2.621,5.011,3272.1
23.89,0.091,2.627,5.284,3272.2
23.299,0.088,2.632,5.558,3272.3
22.442,0.086,2.636,5.915,3272.4
22.554,0.084,2.637,6.105,3272.5
21.881,0.082,2.636,6.418,3272.6
20.681,0.079,2.632,6.631,3272.7
18.295,0.076,2.628,6.87,3272.8
17.446,0.074,2.626,7.101,3272.9
17.68,0.07,2.628,7.275,3273.0
17.661,0.067,2.631,7.527,3273.1
16.28,0.064,2.635,7.683,3273.2
16.253,0.062,2.639,7.777,3273.3
14.93,0.061,2.642,7.876,3273.4
14.168,0.06,2.643,7.923,3273.5
13.57,0.059,2.643,7.95,3273.6
13.815,0.057,2.641,8.005,3273.7
14.424,0.056,2.639,8.016,3273.8
14.244,0.056,2.64,8.069,3273.9
14.057,0.054,2.643,8.154,3274.0
14.541,0.054,2.648,8.161,3274.1
15.488,0.054,2.651,8.169,3274.2
14.22,0.054,2.651,8.198,3274.3
13.853,0.054,2.649,8.208,3274.4
14.595,0.054,2.646,8.192,3274.5
15.024,0.055,2.646,8.191,3274.6
17.023,0.057,2.646,8.188,3274.7
17.064,0.058,2.646,8.19,3274.8
17.05,0.06,2.647,8.131,3274.9
16.89,0.061,2.648,8.097,3275.0
16.006,0.061,2.648,8.033,3275.1
17.095,0.061,2.646,8.001,3275.2
17.466,0.061,2.645,7.868,3275.3
17.294,0.061,2.645,7.803,3275.4
17.452,0.061,2.646,7.786,3275.5
16.785,0.06,2.646,7.848,3275.6
16.118,0.06,2.643,7.726,3275.7
16.814,0.059,2.639,7.632,3275.8
16.49,0.06,2.637,7.716,3275.9
15.777,0.06,2.638,7.689,3276.0
15.975,0.058,2.641,7.693,3276.1
15.446,0.059,2.644,7.631,3276.2
15.331,0.061,2.646,7.605,3276.3
15.733,0.065,2.645,7.561,3276.4
17.59,0.067,2.643,7.406,3276.5
18.781,0.069,2.642,7.295,3276.6
18.913,0.07,2.641,7.169,3276.7
19.963,0.071,2.64,7.17,3276.8
21.69,0.072,2.64,7.123,3276.9
21.996,0.073,2.642,7.062,3277.0
21.35,0.073,2.645,7.073,3277.1
21.154,0.073,2.646,6.953,3277.2
20.764,0.072,2.645,6.951,3277.3
19.804,0.072,2.644,6.941,3277.4
18.867,0.071,2.643,6.921,3277.5
19.279,0.071,2.644,6.885,3277.6
20.488,0.068,2.644,6.914,3277.7
19.673,0.069,2.642,6.972,3277.8
18.965,0.066,2.64,6.973,3277.9
19.032,0.067,2.639,6.916,3278.0
18.619,0.067,2.641,6.885,3278.1
17.308,0.068,2.643,6.876,3278.2
18.025,0.068,2.644,6.866,3278.3
18.588,0.069,2.644,6.827,3278.4
18.559,0.07,2.643,6.851,3278.5
17.518,0.07,2.643,6.872,3278.6
18.067,0.07,2.643,6.903,3278.7
18.94,0.071,2.642,6.948,3278.8
19.982,0.072,2.641,6.779,3278.9
19.733,0.071,2.64,6.762,3279.0
21.327,0.071,2.64,6.752,3279.1
21.75,0.073,2.64,6.803,3279.2
21.974,0.073,2.643,6.641,3279.3
21.868,0.071,2.645,6.572,3279.4
22.695,0.073,2.645,6.731,3279.5
22.953,0.075,2.642,6.943,3279.6
22.264,0.076,2.639,6.812,3279.7
22.399,0.077,2.636,6.592,3279.8
22.631,0.078,2.634,6.765,3279.9
23.024,0.08,2.636,6.574,3280.0
23.647,0.081,2.639,6.275,3280.1
23.654,0.082,2.641,6.099,3280.2
24.28,0.083,2.64,6.07,3280.3
24.586,0.085,2.634,6.124,3280.4
24.81,0.086,2.627,6.105,3280.5
26.144,0.088,2.624,5.983,3280.6
25.536,0.089,2.623,5.951,3280.7
25.215,0.089,2.622,5.926,3280.8
24.1,0.088,2.622,5.783,3280.9
24.335,0.087,2.623,5.845,3281.0
21.938,0.084,2.623,5.735,3281.1
20.251,0.082,2.624,5.759,3281.2
20.35,0.08,2.627,5.73,3281.3
21.083,0.081,2.63,5.735,3281.4
21.014,0.078,2.631,5.787,3281.5
20.68,0.078,2.632,5.827,3281.6
20.465,0.078,2.632,5.849,3281.7
19.273,0.08,2.632,5.858,3281.8
19.126,0.08,2.632,5.766,3281.9
19.798,0.081,2.631,5.743,3282.0
19.197,0.082,2.629,5.722,3282.1
19.215,0.083,2.627,5.661,3282.2
21.434,0.085,2.625,5.657,3282.3
21.584,0.087,2.623,5.663,3282.4
22.784,0.088,2.622,5.632,3282.5
23.423,0.089,2.623,5.541,3282.6
23.966,0.089,2.624,5.503,3282.7
23.836,0.092,2.625,5.619,3282.8
24.193,0.09,2.626,5.494,3282.9
25.124,0.09,2.625,5.465,3283.0
24.568,0.089,2.625,5.549,3283.1
24.098,0.088,2.625,5.749,3283.2
24.24,0.087,2.624,5.77,3283.3
23.749,0.085,2.622,5.852,3283.4
22.837,0.082,2.621,5.956,3283.5
20.874,0.079,2.622,5.976,3283.6
19.335,0.078,2.626,6.001,3283.7
17.424,0.077,2.629,6.067,3283.8
16.334,0.073,2.631,6.151,3283.9
15.622,0.074,2.633,6.191,3284.0
15.29,0.071,2.633,6.299,3284.1
15.171,0.073,2.633,6.325,3284.2
15.47,0.073,2.632,6.326,3284.3
15.461,0.071,2.63,6.35,3284.4
15.534,0.071,2.629,6.348,3284.5
15.455,0.073,2.629,6.312,3284.6
15.828,0.071,2.628,6.348,3284.7
15.903,0.074,2.626,6.357,3284.8
16.873,0.075,2.625,6.366,3284.9
17.82,0.076,2.625,6.414,3285.0
18.774,0.075,2.627,6.467,3285.1
19.292,0.075,2.631,6.43,3285.2
19.898,0.076,2.635,6.411,3285.3
20.841,0.077,2.638,6.557,3285.4
20.914,0.078,2.641,6.494,3285.5
21.033,0.079,2.641,6.511,3285.6
21.786,0.079,2.641,6.427,3285.7
21.922,0.078,2.641,6.504,3285.8
21.966,0.078,2.64,6.607,3285.9
21.618,0.078,2.638,6.692,3286.0
21.062,0.079,2.636,6.752,3286.1
20.469,0.079,2.636,6.812,3286.2
19.102,0.077,2.636,6.872,3286.3
19.031,0.074,2.639,7.13,3286.4
20.135,0.073,2.641,7.07,3286.5
20.201,0.072,2.643,7.031,3286.6
20.577,0.071,2.643,7.075,3286.7
20.917,0.07,2.644,7.1,3286.8
20.982,0.072,2.644,7.07,3286.9
21.532,0.072,2.644,6.972,3287.0
21.665,0.072,2.643,6.897,3287.1
21.919,0.073,2.641,6.955,3287.2
22.352,0.074,2.641,7.012,3287.3
22.558,0.075,2.641,6.857,3287.4
22.76,0.075,2.641,6.827,3287.5
21.281,0.075,2.642,6.996,3287.6
20.618,0.076,2.643,6.964,3287.7
20.401,0.075,2.642,6.941,3287.8
19.798,0.074,2.64,7.017,3287.9
18.998,0.072,2.639,6.959,3288.0
19.247,0.071,2.64,7.06,3288.1
19.715,0.07,2.642,7.188,3288.2
19.211,0.07,2.642,7.083,3288.3
19.553,0.07,2.638,7.113,3288.4
19.476,0.07,2.633,7.01,3288.5
18.328,0.07,2.629,7.035,3288.6
17.75,0.069,2.629,7.035,3288.7
17.295,0.069,2.632,7.026,3288.8
17.602,0.069,2.636,7.028,3288.9
17.766,0.07,2.639,7.066,3289.0
17.361,0.068,2.641,7.098,3289.1
18.011,0.066,2.642,7.16,3289.2
18.231,0.066,2.64,7.12,3289.3
17.553,0.066,2.636,7.105,3289.4
17.385,0.066,2.633,7.109,3289.5
17.395,0.066,2.633,7.144,3289.6
17.55,0.066,2.635,7.066,3289.7
17.853,0.067,2.637,6.968,3289.8
17.743,0.067,2.639,6.95,3289.9
19.068,0.067,2.64,6.97,3290.0
18.912,0.067,2.642,6.921,3290.1
18.075,0.067,2.645,6.823,3290.2
18.805,0.069,2.646,6.81,3290.3
17.892,0.069,2.644,6.789,3290.4
17.833,0.07,2.64,6.637,3290.5
17.039,0.071,2.636,6.638,3290.6
18.533,0.074,2.635,6.521,3290.7
19.576,0.078,2.635,6.287,3290.8
22.668,0.079,2.635,6.171,3290.9
22.876,0.081,2.636,6.127,3291.0
23.407,0.081,2.636,6.061,3291.1
22.386,0.08,2.635,6.149,3291.2
22.724,0.079,2.632,6.063,3291.3
22.846,0.078,2.632,5.974,3291.4
22.113,0.078,2.635,6.067,3291.5
21.202,0.078,2.639,6.31,3291.6
22.28,0.078,2.642,6.29,3291.7
20.933,0.078,2.641,6.248,3291.8
20.177,0.078,2.639,6.286,3291.9
20.724,0.078,2.637,6.062,3292.0
21.379,0.077,2.636,5.847,3292.1
21.192,0.075,2.637,5.909,3292.2
19.589,0.073,2.638,6.016,3292.3
18.166,0.071,2.64,6.237,3292.4
17.432,0.068,2.642,6.277,3292.5
16.751,0.067,2.643,6.283,3292.6
16.611,0.066,2.643,6.299,3292.7
16.049,0.068,2.643,6.314,3292.8
15.733,0.068,2.643,6.333,3292.9
15.521,0.066,2.645,6.311,3293.0
14.819,0.067,2.646,6.289,3293.1
16.13,0.066,2.646,6.282,3293.2
18.067,0.068,2.645,6.332,3293.3
19.35,0.074,2.643,6.37,3293.4
21.63,0.077,2.641,6.364,3293.5
22.355,0.079,2.641,6.25,3293.6
23.342,0.08,2.641,6.09,3293.7
24.927,0.079,2.64,6.043,3293.8
24.623,0.078,2.638,6.055,3293.9
23.351,0.077,2.637,6.072,3294.0
22.893,0.076,2.638,6.051,3294.1
23.838,0.075,2.64,5.99,3294.2
24.034,0.075,2.643,5.996,3294.3
23.577,0.076,2.646,6.007,3294.4
23.086,0.077,2.647,6.089,3294.5
23.582,0.079,2.644,5.954,3294.6
24.55,0.081,2.638,5.706,3294.7
25.252,0.084,2.634,5.511,3294.8
27.353,0.088,2.632,5.371,3294.9
28.662,0.093,2.63,5.268,3295.0
31.313,0.097,2.628,5.183,3295.1
30.985,0.101,2.627,5.015,3295.2
31.233,0.104,2.629,4.845,3295.3
33.5,0.105,2.631,4.705,3295.4
33.178,0.103,2.631,4.552,3295.5
30.263,0.101,2.631,4.417,3295.6
30.411,0.099,2.632,4.404,3295.7
29.873,0.097,2.634,4.561,3295.8
27.865,0.097,2.636,4.564,3295.9
26.149,0.097,2.636,4.669,3296.0
26.665,0.098,2.633,4.898,3296.1
28.542,0.101,2.627,5.088,3296.2
29.486,0.104,2.623,4.996,3296.3
30.061,0.106,2.622,4.992,3296.4
30.003,0.106,2.622,5.001,3296.5
31.03,0.106,2.623,5.131,3296.6
31.401,0.105,2.625,5.183,3296.7
29.541,0.102,2.628,5.294,3296.8
28.102,0.097,2.634,5.555,3296.9
26.409,0.09,2.641,5.818,3297.0
24.349,0.081,2.648,6.144,3297.1
23.175,0.073,2.654,6.537,3297.2
20.221,0.066,2.658,7.003,3297.3
18.835,0.06,2.658,7.172,3297.4
17.8,0.056,2.656,7.35,3297.5
17.467,0.055,2.654,7.506,3297.6
16.454,0.054,2.654,7.706,3297.7
16.397,0.054,2.657,7.889,3297.8
16.939,0.054,2.663,8.031,3297.9
16.513,0.053,2.67,8.187,3298.0
16.581,0.052,2.675,8.135,3298.1
16.785,0.05,2.677,8.032,3298.2
16.188,0.05,2.676,7.755,3298.3
15.509,0.052,2.674,7.501,3298.4
17.184,0.054,2.674,7.366,3298.5
18.471,0.059,2.674,7.257,3298.6
19.712,0.062,2.673,7.155,3298.7
20.325,0.071,2.668,6.884,3298.8
22.238,0.081,2.658,6.544,3298.9
27.173,0.094,2.644,6.011,3299.0
34.682,0.112,2.627,5.202,3299.1
39.698,0.13,2.613,4.006,3299.2
40.534,0.138,2.604,3.461,3299.3
39.15,0.139,2.601,3.839,3299.4
36.481,0.138,2.601,3.995,3299.5
36.828,0.138,2.601,3.816,3299.6
37.005,0.14,2.6,3.737,3299.7
37.065,0.145,2.599,3.717,3299.8
37.062,0.148,2.597,3.596,3299.9
38.795,0.15,2.597,3.526,3300.0
40.078,0.147,2.597,3.44,3300.1
39.432,0.145,2.599,3.595,3300.2
40.156,0.147,2.601,3.586,3300.3
42.511,0.145,2.6,3.509,3300.4
39.919,0.143,2.597,3.478,3300.5
40.784,0.141,2.592,3.542,3300.6
39.653,0.139,2.59,3.632,3300.7
36.877,0.136,2.591,3.819,3300.8
35.213,0.134,2.594,3.952,3300.9
35.753,0.13,2.596,4.168,3301.0
37.859,0.132,2.598,4.328,3301.1
38.058,0.132,2.6,4.368,3301.2
38.274,0.131,2.603,4.319,3301.3
37.229,0.13,2.606,4.263,3301.4
38.185,0.128,2.607,4.152,3301.5
37.655,0.128,2.607,3.996,3301.6
36.681,0.129,2.605,4.076,3301.7
38.746,0.13,2.602,4.107,3301.8
40.512,0.132,2.599,3.926,3301.9
40.073,0.133,2.598,3.937,3302.0
40.377,0.133,2.599,3.695,3302.1
41.866,0.135,2.6,3.661,3302.2
44.277,0.138,2.598,3.635,3302.3
42.798,0.14,2.595,3.576,3302.4
42.44,0.143,2.593,3.683,3302.5
42.111,0.141,2.594,3.782,3302.6
40.648,0.137,2.599,3.725,3302.7
39.101,0.131,2.606,3.77,3302.8
37.864,0.126,2.613,3.929,3302.9
36.155,0.12,2.617,4.141,3303.0
33.198,0.116,2.618,4.236,3303.1
31.298,0.113,2.619,4.446,3303.2
30.436,0.112,2.621,4.657,3303.3
30.867,0.111,2.625,4.776,3303.4
29.753,0.112,2.626,4.902,3303.5
30.72,0.114,2.623,4.941,3303.6
32.696,0.115,2.619,4.997,3303.7
33.504,0.116,2.615,5.035,3303.8
33.249,0.116,2.611,4.889,3303.9
35.14,0.118,2.608,4.868,3304.0
38.446,0.122,2.607,4.826,3304.1
40.772,0.126,2.608,4.628,3304.2
43.345,0.131,2.608,4.59,3304.3
45.886,0.136,2.608,4.518,3304.4
46.691,0.141,2.607,4.381,3304.5
47.393,0.146,2.607,4.143,3304.6
48.087,0.148,2.606,4.114,3304.7
48.503,0.154,2.605,3.998,3304.8
48.786,0.156,2.603,3.791,3304.9
49.579,0.16,2.601,3.73,3305.0
49.289,0.162,2.598,3.59,3305.1
50.057,0.164,2.596,3.646,3305.2
49.323,0.162,2.594,3.7,3305.3
48.634,0.16,2.594,3.628,3305.4
49.35,0.158,2.595,3.796,3305.5
48.688,0.158,2.596,3.913,3305.6
49.295,0.159,2.596,3.943,3305.7
50.323,0.161,2.593,3.888,3305.8
50.977,0.164,2.589,4.057,3305.9
51.615,0.166,2.585,3.934,3306.0
52.155,0.166,2.583,3.714,3306.1
51.568,0.162,2.584,3.689,3306.2
50.458,0.16,2.586,4.065,3306.3
50.442,0.158,2.589,4.497,3306.4
49.704,0.159,2.592,4.552,3306.5
49.714,0.157,2.593,4.422,3306.6
48.81,0.154,2.593,4.292,3306.7
47.227,0.147,2.591,4.357,3306.8
45.643,0.144,2.591,4.468,3306.9
44.353,0.136,2.593,4.356,3307.0
41.976,0.126,2.597,4.704,3307.1
39.082,0.12,2.6,4.797,3307.2
36.709,0.113,2.6,5.013,3307.3
36.538,0.107,2.601,5.767,3307.4
34.503,0.102,2.603,6.068,3307.5
33.222,0.097,2.608,6.228,3307.6
30.519,0.093,2.615,6.619,3307.7
29.124,0.091,2.622,6.943,3307.8
26.047,0.09,2.63,7.061,3307.9
25.014,0.089,2.638,7.112,3308.0
25.59,0.09,2.645,7.176,3308.1
24.403,0.09,2.649,7.172,3308.2
24.462,0.089,2.649,7.158,3308.3
25.346,0.087,2.645,7.214,3308.4
25.392,0.085,2.641,7.263,3308.5
25.355,0.084,2.639,7.338,3308.6
25.462,0.084,2.639,7.509,3308.7
25.195,0.084,2.643,7.499,3308.8
25.212,0.082,2.646,7.546,3308.9
25.21,0.082,2.647,7.624,3309.0
25.471,0.084,2.647,7.692,3309.1
27.004,0.083,2.645,7.437,3309.2
30.402,0.084,2.642,7.298,3309.3
33.563,0.088,2.636,7.371,3309.4
38.138,0.095,2.629,7.292,3309.5
41.797,0.104,2.622,7.376,3309.6
43.095,0.11,2.615,7.194,3309.7
45.693,0.12,2.606,6.328,3309.8
50.037,0.129,2.598,5.518,3309.9
52.456,0.139,2.591,5.123,3310.0
52.851,0.15,2.584,4.465,3310.1
52.499,0.16,2.577,3.878,3310.2
52.556,0.167,2.571,3.742,3310.3
52.933,0.17,2.569,3.872,3310.4
54.067,0.172,2.57,3.982,3310.5
54.849,0.172,2.573,4.161,3310.6
55.044,0.17,2.576,4.155,3310.7
53.305,0.164,2.577,4.052,3310.8
53.193,0.159,2.576,4.003,3310.9
52.707,0.154,2.576,4.073,3311.0
51.233,0.15,2.58,4.347,3311.1
51.009,0.147,2.585,4.488,3311.2
50.076,0.148,2.589,4.661,3311.3
47.588,0.147,2.589,4.765,3311.4
45.997,0.146,2.587,4.962,3311.5
44.045,0.145,2.586,5.187,3311.6
43.326,0.143,2.587,5.305,3311.7
42.695,0.142,2.589,5.433,3311.8
43.56,0.141,2.59,5.493,3311.9
42.922,0.14,2.591,5.631,3312.0
42.999,0.14,2.591,5.618,3312.1
42.802,0.139,2.591,5.592,3312.2
42.057,0.139,2.592,5.597,3312.3
40.417,0.137,2.595,5.651,3312.4
38.738,0.136,2.598,5.701,3312.5
39.565,0.134,2.599,5.727,3312.6
37.972,0.133,2.596,5.914,3312.7
38.199,0.132,2.591,5.872,3312.8
38.914,0.131,2.588,5.944,3312.9
40.767,0.131,2.59,6.041,3313.0
40.552,0.13,2.597,6.134,3313.1
39.906,0.13,2.603,6.134,3313.2
38.698,0.13,2.606,6.131,3313.3
39.481,0.129,2.607,6.223,3313.4
39.84,0.128,2.608,6.28,3313.5
38.595,0.127,2.609,6.311,3313.6
38.34,0.127,2.61,6.414,3313.7
39.918,0.126,2.611,6.547,3313.8
38.776,0.125,2.612,6.537,3313.9
39.183,0.125,2.612,6.52,3314.0
40.523,0.126,2.61,6.585,3314.1
39.27,0.127,2.607,6.625,3314.2
36.597,0.127,2.604,6.769,3314.3
37.494,0.127,2.605,6.834,3314.4
38.486,0.127,2.609,6.81,3314.5
38.574,0.128,2.614,6.827,3314.6
39.701,0.128,2.618,6.849,3314.7
39.708,0.129,2.619,6.846,3314.8
40.742,0.13,2.618,6.931,3314.9
41.092,0.13,2.616,6.876,3315.0
40.07,0.132,2.612,6.949,3315.1
40.829,0.132,2.608,7.045,3315.2
42.249,0.132,2.605,6.951,3315.3
42.988,0.132,2.605,7.004,3315.4
43.96,0.133,2.608,6.911,3315.5
41.76,0.135,2.61,6.99,3315.6
42.683,0.137,2.611,7.015,3315.7
42.96,0.139,2.609,6.953,3315.8
42.84,0.14,2.607,6.902,3315.9
43.95,0.141,2.606,6.825,3316.0
43.83,0.139,2.606,6.863,3316.1
41.809,0.145,2.606,6.868,3316.2
43.801,0.148,2.606,6.923,3316.3
45.29,0.149,2.607,6.872,3316.4
45.434,0.144,2.606,6.917,3316.5
45.344,0.142,2.602,6.902,3316.6
42.69,0.139,2.598,6.883,3316.7
43.663,0.139,2.596,6.925,3316.8
43.931,0.141,2.595,6.831,3316.9
42.847,0.143,2.595,6.695,3317.0
43.036,0.144,2.596,6.586,3317.1
43.733,0.145,2.598,6.59,3317.2
44.308,0.145,2.601,6.557,3317.3
45.006,0.141,2.601,6.369,3317.4
44.86,0.144,2.598,6.27,3317.5
44.83,0.142,2.594,5.995,3317.6
43.859,0.143,2.592,5.798,3317.7
43.566,0.146,2.593,5.687,3317.8
45.424,0.148,2.596,5.494,3317.9
48.121,0.151,2.596,5.342,3318.0
49.398,0.157,2.592,5.234,3318.1
48.693,0.158,2.585,4.981,3318.2
48.885,0.158,2.578,4.447,3318.3
47.419,0.158,2.574,4.066,3318.4
45.676,0.151,2.576,4.011,3318.5
41.702,0.144,2.582,4.12,3318.6
38.688,0.137,2.591,4.408,3318.7
35.411,0.132,2.598,4.464,3318.8
34.595,0.129,2.602,4.419,3318.9
35.846,0.128,2.602,4.425,3319.0
35.973,0.13,2.6,4.278,3319.1
37.829,0.132,2.597,4.179,3319.2
36.893,0.134,2.593,4.163,3319.3
36.433,0.134,2.589,4.274,3319.4
37.408,0.133,2.587,4.466,3319.5
38.785,0.131,2.587,4.529,3319.6
38.212,0.13,2.589,4.496,3319.7
36.494,0.129,2.592,4.427,3319.8
36.401,0.129,2.594,4.487,3319.9
38.034,0.13,2.594,4.537,3320.0
38.759,0.131,2.591,4.672,3320.1
38.369,0.133,2.589,4.682,3320.2
39.582,0.135,2.59,4.689,3320.3
39.91,0.137,2.592,4.72,3320.4
40.42,0.138,2.593,4.703,3320.5
39.623,0.139,2.591,4.721,3320.6
38.766,0.141,2.588,4.774,3320.7
39.694,0.144,2.585,4.661,3320.8
40.342,0.145,2.581,4.785,3320.9
41.775,0.143,2.579,4.875,3321.0
41.051,0.139,2.58,4.782,3321.1
40.394,0.134,2.581,4.837,3321.2
41.342,0.13,2.582,4.889,3321.3
39.518,0.127,2.584,5.0,3321.4
38.101,0.125,2.588,5.209,3321.5
36.618,0.124,2.593,5.349,3321.6
34.905,0.122,2.598,5.516,3321.7
34.845,0.121,2.599,5.495,3321.8
35.105,0.122,2.599,5.541,3321.9
35.249,0.12,2.598,5.519,3322.0
35.029,0.121,2.598,5.463,3322.1
38.177,0.123,2.599,5.573,3322.2
40.149,0.126,2.599,5.585,3322.3
39.356,0.129,2.597,5.594,3322.4
38.351,0.13,2.594,5.493,3322.5
37.35,0.132,2.592,5.593,3322.6
37.887,0.131,2.591,5.519,3322.7
37.677,0.13,2.591,5.587,3322.8
39.675,0.129,2.589,5.564,3322.9
40.326,0.129,2.586,5.534,3323.0
40.181,0.129,2.586,5.525,3323.1
39.643,0.13,2.589,5.541,3323.2
40.227,0.132,2.591,5.463,3323.3
39.566,0.133,2.591,5.446,3323.4
40.041,0.134,2.59,5.421,3323.5
41.47,0.134,2.59,5.386,3323.6
40.315,0.134,2.59,5.404,3323.7
40.541,0.135,2.588,5.284,3323.8
41.896,0.135,2.583,5.272,3323.9
43.223,0.137,2.578,5.177,3324.0
43.352,0.139,2.575,4.931,3324.1
42.834,0.141,2.574,4.979,3324.2
43.992,0.141,2.576,5.027,3324.3
44.397,0.141,2.579,4.978,3324.4
45.571,0.141,2.583,4.905,3324.5
46.636,0.143,2.586,4.958,3324.6
49.383,0.144,2.586,4.824,3324.7
48.897,0.144,2.583,4.833,3324.8
47.928,0.142,2.581,5.091,3324.9
46.461,0.138,2.581,5.26,3325.0
43.938,0.132,2.584,5.216,3325.1
41.688,0.124,2.586,5.271,3325.2
39.975,0.118,2.588,6.024,3325.3
37.694,0.113,2.59,6.636,3325.4
36.21,0.111,2.59,7.495,3325.5
35.965,0.11,2.59,8.238,3325.6
35.784,0.109,2.592,8.758,3325.7
36.065,0.108,2.594,9.741,3325.8
35.841,0.107,2.597,9.729,3325.9
37.36,0.108,2.599,8.812,3326.0
38.318,0.111,2.601,7.863,3326.1
38.286,0.115,2.602,7.364,3326.2
40.151,0.119,2.6,7.164,3326.3
40.666,0.124,2.597,7.46,3326.4
40.982,0.127,2.596,7.072,3326.5
41.681,0.131,2.598,6.719,3326.6
41.92,0.134,2.601,6.293,3326.7
41.353,0.137,2.602,6.35,3326.8
41.825,0.136,2.602,5.961,3326.9
43.825,0.136,2.601,6.141,3327.0
46.514,0.138,2.602,6.421,3327.1
47.183,0.14,2.602,6.753,3327.2
49.216,0.142,2.602,6.852,3327.3
51.197,0.141,2.6,6.725,3327.4
49.171,0.138,2.599,6.965,3327.5
47.365,0.135,2.599,6.64,3327.6
46.85,0.134,2.602,6.692,3327.7
47.697,0.134,2.605,6.971,3327.8
48.345,0.135,2.604,6.978,3327.9
49.728,0.136,2.602,6.858,3328.0
49.457,0.137,2.6,6.744,3328.1
49.438,0.135,2.601,6.774,3328.2
49.095,0.135,2.602,6.777,3328.3
49.153,0.135,2.602,6.792,3328.4
49.25,0.138,2.601,6.713,3328.5
49.299,0.136,2.601,6.763,3328.6
50.052,0.136,2.603,6.604,3328.7
48.933,0.136,2.606,6.605,3328.8
48.513,0.136,2.608,6.769,3328.9
48.248,0.134,2.607,6.954,3329.0
48.334,0.131,2.607,7.188,3329.1
48.92,0.128,2.608,7.278,3329.2
48.88,0.125,2.61,7.392,3329.3
48.454,0.123,2.612,7.368,3329.4
48.454,0.123,2.614,7.292,3329.5
48.563,0.124,2.616,7.286,3329.6
46.639,0.125,2.616,7.194,3329.7
46.524,0.126,2.614,7.202,3329.8
48.662,0.13,2.611,7.054,3329.9
49.591,0.132,2.608,6.76,3330.0
50.943,0.131,2.607,6.531,3330.1
52.816,0.136,2.605,6.343,3330.2
53.16,0.137,2.601,6.191,3330.3
52.666,0.138,2.596,5.997,3330.4
53.357,0.14,2.591,5.957,3330.5
54.213,0.142,2.586,5.734,3330.6
54.24,0.141,2.581,5.506,3330.7
53.206,0.143,2.579,5.098,3330.8
